Transaction_ID,Book_ID,Book_Title,Category,Author,Member_ID,Member_Type,Borrow_Date,Due_Date,Return_Date,Status,Fine_Amount
TRX-1367,BK-106,Introduction to Python,Computer Science,M. Fowler,MEM-218,General,2025-03-14,2025-03-28,2025-04-01,Returned Late,10.0
TRX-1368,BK-115,Artificial Intelligence: A Modern Approach,Computer Science,A. Silberschatz,MEM-249,Staff,2025-06-27,2025-07-11,2025-07-07,Returned On Time,0.0
TRX-1369,BK-114,Operating System Principles,Networks,A. Tanenbaum,MEM-208,Student,2025-09-05,2025-09-19,2025-09-15,Returned On Time,0.0
TRX-1370,BK-117,Operating System Principles,Networks,,MEM-222,Student,2025-02-16,2025-03-02,2025-02-26,Returned On Time,0.0
TRX-1371,BK-110,Advanced Data Science,Software Engineering,G. van Rossum,MEM-249,Staff,2025-06-10,2025-06-24,2025-06-24,Returned On Time,0.0
TRX-1372,BK-109,Advanced Data Science,Software Engineering,M. Fowler,MEM-212,Staff,2025-04-01,2025-04-15,2025-04-13,Returned On Time,0.0
TRX-1373,BK-108,Artificial Intelligence: A Modern Approach,Software Engineering,S. Russell,MEM-238,Student,2025-10-11,2025-10-25,2025-11-05,Returned Late,27.5
TRX-1374,BK-101,Design Patterns,Software Engineering,A. Tanenbaum,MEM-237,Student,2025-04-24,2025-05-08,2025-05-08,Returned On Time,0.0
TRX-1375,BK-101,Artificial Intelligence: A Modern Approach,Software Engineering,A. Silberschatz,MEM-212,Student,2025-09-13,2025-09-27,2025-09-25,Returned On Time,0.0
TRX-1376,BK-114,Introduction to Python,Software Engineering,E. Gamma,MEM-237,Faculty,2025-04-12,2025-04-26,2025-04-22,Returned On Time,0.0
TRX-1377,BK-109,Deep Learning with Python,Networks,,MEM-206,Staff,2025-03-25,2025-04-08,2025-04-06,Returned On Time,0.0
TRX-1378,BK-111,Deep Learning with Python,Software Engineering,A. Silberschatz,MEM-222,Student,2025-03-02,2025-03-16,2025-03-14,Returned On Time,0.0
TRX-1379,BK-113,Data Structures and Algorithms,Networks,M. Fowler,MEM-245,Student,2025-10-22,2025-11-05,2025-11-01,Returned On Time,0.0
TRX-1380,BK-105,Database System Concepts,Networks,A. Tanenbaum,MEM-238,Student,2025-04-28,2025-05-12,2025-05-12,Returned On Time,0.0
TRX-1381,BK-115,Database System Concepts,Computer Science,E. Gamma,MEM-208,Student,2025-06-14,2025-06-28,2025-06-26,Returned On Time,0.0
TRX-1382,BK-115,Data Structures and Algorithms,Networks,S. Russell,MEM-239,General,2025-05-14,2025-05-28,2025-05-28,Returned On Time,0.0
TRX-1383,BK-116,The Pragmatic Programmer,Data Science,A. Tanenbaum,MEM-213,Student,2025-04-25,2025-05-09,2025-05-05,Returned On Time,0.0
TRX-1384,BK-113,Data Structures and Algorithms,Software Engineering,E. Gamma,MEM-214,Staff,2025-06-01,2025-06-15,2025-06-15,Returned On Time,0.0
TRX-1385,BK-100,Database System Concepts,Software Engineering,A. Silberschatz,MEM-239,Staff,2025-05-21,2025-06-04,2025-06-08,Returned Late,10.0
TRX-1386,BK-112,Introduction to Python,Networks,G. van Rossum,MEM-228,Student,2025-10-09,2025-10-23,2025-10-21,Returned On Time,0.0
TRX-1387,BK-102,Data Structures and Algorithms,Data Science,S. Russell,MEM-238,Student,2025-08-29,2025-09-12,2025-09-12,Returned On Time,0.0
TRX-1388,BK-102,Clean Code,Software Engineering,A. Silberschatz,MEM-215,Student,2025-06-05,2025-06-19,2025-06-19,Returned On Time,0.0
TRX-1389,BK-115,Computer Networking,Software Engineering,M. Fowler,MEM-240,Faculty,2025-05-27,2025-06-10,2025-06-14,Returned Late,10.0
TRX-1390,BK-113,Computer Networking,Data Science,A. Tanenbaum,MEM-247,Student,2025-05-16,2025-05-30,2025-06-03,Returned Late,10.0
TRX-1391,BK-103,Deep Learning with Python,AI & ML,S. Russell,MEM-248,Student,2025-02-14,2025-02-28,,Borrowed,0.0
TRX-1392,BK-109,Database System Concepts,Software Engineering,A. Tanenbaum,MEM-213,Student,2025-02-28,2025-03-14,2025-03-14,Returned On Time,0.0
TRX-1393,BK-110,Design Patterns,Software Engineering,A. Tanenbaum,MEM-229,Student,2025-03-03,2025-03-17,2025-03-21,Returned Late,10.0
TRX-1394,BK-101,Machine Learning Yearning,Computer Science,,MEM-207,Student,2025-10-22,2025-11-05,2025-11-05,Returned On Time,0.0
TRX-1395,BK-118,Deep Learning with Python,Networks,A. Tanenbaum,MEM-206,Faculty,2025-08-08,2025-08-22,2025-08-20,Returned On Time,0.0
TRX-1396,BK-102,Clean Code,Data Science,M. Fowler,MEM-241,Faculty,2025-03-03,2025-03-17,2025-03-13,Returned On Time,0.0
TRX-1397,BK-115,Machine Learning Yearning,Software Engineering,S. Russell,MEM-239,Faculty,2025-04-04,2025-04-18,2025-04-22,Returned Late,10.0
TRX-1398,BK-115,Introduction to Python,Data Science,A. Silberschatz,MEM-249,Student,2025-10-06,2025-10-20,2025-10-20,Returned On Time,0.0
TRX-1399,BK-105,Computer Networking,Software Engineering,E. Gamma,MEM-202,Faculty,2025-05-09,2025-05-23,2025-05-21,Returned On Time,0.0
TRX-1400,BK-113,The Pragmatic Programmer,AI & ML,E. Gamma,MEM-209,Faculty,2025-07-26,2025-08-09,2025-08-09,Returned On Time,0.0
TRX-1401,BK-119,Design Patterns,Networks,M. Fowler,MEM-211,Student,2025-09-14,2025-09-28,2025-09-26,Returned On Time,0.0
TRX-1402,BK-102,Clean Code,AI & ML,E. Gamma,MEM-249,Staff,2025-08-05,2025-08-19,2025-08-23,Returned Late,10.0
TRX-1403,BK-106,Machine Learning Yearning,Networks,E. Gamma,MEM-217,Staff,2025-07-01,2025-07-15,2025-07-15,Returned On Time,0.0
TRX-1404,BK-111,The Pragmatic Programmer,Networks,A. Tanenbaum,MEM-231,Faculty,2025-06-12,2025-06-26,2025-06-24,Returned On Time,0.0
TRX-1405,BK-102,Operating System Principles,,A. Tanenbaum,MEM-220,Staff,2025-10-18,2025-11-01,2025-10-28,Returned On Time,0.0
TRX-1406,BK-116,Operating System Principles,Software Engineering,A. Silberschatz,MEM-234,General,2025-07-16,2025-07-30,2025-08-03,Returned Late,10.0
TRX-1407,BK-118,The Pragmatic Programmer,Data Science,A. Silberschatz,MEM-242,Faculty,2025-02-17,2025-03-03,2025-03-01,Returned On Time,0.0
TRX-1408,BK-104,The Pragmatic Programmer,Networks,A. Tanenbaum,MEM-220,General,2025-09-03,2025-09-17,2025-09-21,Returned Late,10.0
TRX-1409,BK-110,The Pragmatic Programmer,Networks,A. Silberschatz,MEM-226,Faculty,2025-07-29,2025-08-12,2025-08-08,Returned On Time,0.0
TRX-1410,BK-108,The Pragmatic Programmer,Computer Science,S. Russell,MEM-209,Faculty,2025-03-05,2025-03-19,2025-03-23,Returned Late,10.0
TRX-1411,BK-117,Introduction to Python,Networks,E. Gamma,MEM-213,Student,2025-04-22,2025-05-06,2025-05-02,Returned On Time,0.0
TRX-1412,BK-107,Artificial Intelligence: A Modern Approach,AI & ML,E. Gamma,MEM-237,Faculty,2025-07-03,2025-07-17,2025-08-17,Returned Late,77.5
TRX-1413,BK-116,Artificial Intelligence: A Modern Approach,Data Science,M. Fowler,MEM-225,Staff,2025-10-26,2025-11-09,2025-11-05,Returned On Time,0.0
TRX-1414,BK-116,Operating System Principles,AI & ML,E. Gamma,MEM-242,Student,2025-02-14,2025-02-28,2025-03-31,Returned Late,77.5
TRX-1415,BK-108,Database System Concepts,Software Engineering,M. Fowler,MEM-236,General,2025-08-27,2025-09-10,2025-09-10,Returned On Time,0.0
TRX-1416,BK-113,Operating System Principles,AI & ML,G. van Rossum,MEM-211,Staff,2025-03-05,2025-03-19,2025-03-23,Returned Late,10.0
TRX-1417,BK-101,Advanced Data Science,AI & ML,A. Silberschatz,MEM-233,Student,2025-02-19,2025-03-05,2025-03-01,Returned On Time,0.0
TRX-1418,BK-104,Operating System Principles,Software Engineering,G. van Rossum,MEM-239,Student,2025-08-24,2025-09-07,2025-09-03,Returned On Time,0.0
TRX-1419,BK-107,Machine Learning Yearning,AI & ML,A. Silberschatz,MEM-238,Student,2025-05-05,2025-05-19,2025-05-17,Returned On Time,0.0
TRX-1420,BK-103,Advanced Data Science,Data Science,A. Tanenbaum,MEM-227,Faculty,2025-07-09,2025-07-23,2025-07-19,Returned On Time,0.0
TRX-1421,BK-113,Machine Learning Yearning,Software Engineering,M. Fowler,MEM-247,Student,2025-05-25,2025-06-08,2025-06-06,Returned On Time,0.0
TRX-1422,BK-109,Clean Code,Data Science,S. Russell,MEM-221,Staff,2025-06-25,2025-07-09,2025-07-07,Returned On Time,0.0
TRX-1423,BK-109,Data Structures and Algorithms,Networks,S. Russell,MEM-231,General,2025-05-28,2025-06-11,2025-06-07,Returned On Time,0.0
TRX-1424,BK-108,Deep Learning with Python,AI & ML,E. Gamma,MEM-218,Faculty,2025-09-06,2025-09-20,2025-09-24,Returned Late,10.0
TRX-1425,BK-103,The Pragmatic Programmer,Computer Science,E. Gamma,MEM-239,Student,2025-08-17,2025-08-31,2025-08-29,Returned On Time,0.0
TRX-1426,BK-113,Artificial Intelligence: A Modern Approach,AI & ML,M. Fowler,MEM-238,General,2025-06-09,2025-06-23,2025-06-19,Returned On Time,0.0
TRX-1427,BK-102,Deep Learning with Python,Software Engineering,G. van Rossum,MEM-233,General,2025-04-06,2025-04-20,2025-05-01,Returned Late,27.5
TRX-1428,BK-105,Database System Concepts,Data Science,A. Tanenbaum,MEM-211,Faculty,2025-10-14,2025-10-28,2025-10-26,Returned On Time,0.0
TRX-1429,BK-108,Clean Code,Data Science,M. Fowler,MEM-238,Faculty,2025-01-13,2025-01-27,2025-01-27,Returned On Time,0.0
TRX-1430,BK-119,Introduction to Python,AI & ML,S. Russell,MEM-200,Student,2025-09-30,2025-10-14,2025-10-10,Returned On Time,0.0
TRX-1431,BK-113,Machine Learning Yearning,Software Engineering,A. Silberschatz,MEM-246,General,2025-08-17,2025-08-31,2025-08-29,Returned On Time,0.0
TRX-1432,BK-101,Artificial Intelligence: A Modern Approach,Data Science,S. Russell,MEM-229,General,2025-04-06,2025-04-20,2025-04-18,Returned On Time,0.0
TRX-1433,BK-110,Clean Code,Networks,S. Russell,MEM-239,Student,2025-05-23,2025-06-06,2025-06-17,Returned Late,27.5
TRX-1434,BK-119,Introduction to Python,Computer Science,M. Fowler,MEM-208,Staff,2025-01-01,2025-01-15,2025-01-15,Returned On Time,0.0
TRX-1435,BK-114,Deep Learning with Python,Computer Science,G. van Rossum,MEM-213,General,2025-03-13,2025-03-27,2025-04-07,Returned Late,27.5
TRX-1436,BK-109,Database System Concepts,Software Engineering,A. Tanenbaum,MEM-230,Staff,2025-08-09,2025-08-23,2025-08-27,Returned Late,10.0
TRX-1437,BK-117,Artificial Intelligence: A Modern Approach,Networks,G. van Rossum,MEM-207,Staff,2025-08-15,2025-08-29,2025-08-27,Returned On Time,0.0
TRX-1438,BK-101,Machine Learning Yearning,Software Engineering,M. Fowler,MEM-216,Faculty,2025-07-03,2025-07-17,2025-07-15,Returned On Time,0.0
TRX-1439,BK-118,Operating System Principles,,E. Gamma,MEM-225,General,2025-06-13,2025-06-27,2025-07-28,Returned Late,77.5
TRX-1440,BK-108,Operating System Principles,AI & ML,E. Gamma,MEM-218,Student,2025-08-26,2025-09-09,2025-09-05,Returned On Time,0.0
TRX-1441,BK-117,Machine Learning Yearning,Computer Science,M. Fowler,MEM-207,General,2025-05-17,2025-05-31,2025-05-27,Returned On Time,0.0
TRX-1442,BK-113,Computer Networking,Data Science,A. Tanenbaum,MEM-223,Student,2025-03-14,2025-03-28,2025-03-28,Returned On Time,0.0
TRX-1443,BK-102,Machine Learning Yearning,Networks,A. Tanenbaum,MEM-226,Student,2025-09-28,2025-10-12,2025-10-10,Returned On Time,0.0
TRX-1444,BK-114,Advanced Data Science,Data Science,M. Fowler,MEM-211,General,2025-03-28,2025-04-11,2025-04-07,Returned On Time,0.0
TRX-1445,BK-101,Database System Concepts,Data Science,G. van Rossum,MEM-224,General,2025-04-26,2025-05-10,2025-05-06,Returned On Time,0.0
TRX-1446,BK-105,Design Patterns,Data Science,E. Gamma,MEM-214,Student,2025-10-04,2025-10-18,2025-10-16,Returned On Time,0.0
TRX-1447,BK-110,Deep Learning with Python,AI & ML,A. Tanenbaum,MEM-217,Student,2025-08-15,2025-08-29,2025-08-27,Returned On Time,0.0
TRX-1448,BK-117,Design Patterns,Computer Science,M. Fowler,MEM-248,Student,2025-07-22,2025-08-05,2025-08-09,Returned Late,10.0
TRX-1449,BK-104,Machine Learning Yearning,Software Engineering,G. van Rossum,MEM-237,Student,2025-03-14,2025-03-28,2025-04-01,Returned Late,10.0
TRX-1450,BK-118,The  Programmer,AI & ML,M. Fowler,MEM-211,General,2025-07-24,2025-08-07,2025-08-05,Returned On Time,0.0
TRX-14Pragmati51,BK-108,Data Structures and Algorithms,Data Science,G. van Rossum,MEM-246,Student,2025-01-31,2025-02-14,2025-02-10,Returned On Time,0.0
TRX-1452,BK-107,Clean Code,Computer Science,S. Russell,MEM-241,Student,2025-07-28,2025-08-11,2025-08-07,Returned On Time,0.0
TRX-1453,BK-114,Introduction to Python,Computer Science,E. Gamma,MEM-225,Student,2025-06-15,2025-06-29,2025-06-27,Returned On Time,0.0
TRX-1454,BK-113,Machine Learning Yearning,,E. Gamma,MEM-226,Staff,2025-09-02,2025-09-16,2025-09-12,Returned On Time,0.0
TRX-1455,BK-116,Data Structures and Algorithms,Computer Science,A. Silberschatz,MEM-225,General,2025-01-20,2025-02-03,2025-01-30,Returned On Time,0.0
TRX-1456,BK-103,Introduction to Python,Computer Science,E. Gamma,MEM-213,Student,2025-02-13,2025-02-27,2025-02-23,Returned On Time,0.0
TRX-1457,BK-111,Database System Concepts,Computer Science,A. Tanenbaum,MEM-218,Student,2025-06-12,2025-06-26,2025-06-24,Returned On Time,0.0
TRX-1458,BK-116,Data Structures and Algorithms,Software Engineering,A. Silberschatz,MEM-200,Student,2025-06-13,2025-06-27,2025-06-25,Returned On Time,0.0
TRX-1459,BK-115,Operating System Principles,Software Engineering,M. Fowler,MEM-215,Student,2025-10-11,2025-10-25,2025-10-23,Returned On Time,0.0
TRX-1460,BK-107,Machine Learning Yearning,Software Engineering,S. Russell,MEM-238,Student,2025-09-21,2025-10-05,2025-10-01,Returned On Time,0.0
TRX-1461,BK-115,Database System Concepts,Data Science,E. Gamma,MEM-217,Student,2025-08-09,2025-08-23,2025-08-21,Returned On Time,0.0
TRX-1462,BK-104,Artificial Intelligence: A Modern Approach,Data Science,G. van Rossum,MEM-245,Student,2025-04-03,2025-04-17,2025-04-28,Returned Late,27.5
TRX-1463,BK-107,Design Patterns,Computer Science,G. van Rossum,MEM-209,Faculty,2025-04-22,2025-05-06,2025-05-10,Returned Late,10.0
TRX-1464,BK-110,Introduction to Python,AI & ML,M. Fowler,MEM-216,Staff,2025-08-02,2025-08-16,2025-08-20,Returned Late,10.0
TRX-1465,BK-115,Data Structures and Algorithms,Software Engineering,G. van Rossum,MEM-241,Student,2025-03-17,2025-03-31,2025-03-31,Returned On Time,0.0
TRX-1466,BK-108,Computer Networking,Data Science,A. Tanenbaum,MEM-246,Student,2025-09-13,2025-09-27,2025-10-08,Returned Late,27.5
TRX-1467,BK-115,Computer Networking,,E. Gamma,MEM-241,Student,2025-04-04,2025-04-18,2025-04-14,Returned On Time,0.0
TRX-1468,BK-119,Advanced Data Science,Data Science,A. Tanenbaum,MEM-210,Student,2025-08-02,2025-08-16,2025-09-16,Returned Late,77.5
TRX-1469,BK-101,Deep Learning with Python,Computer Science,A. Silberschatz,MEM-217,Student,2025-09-29,2025-10-13,2025-10-11,Returned On Time,0.0
TRX-1470,BK-115,Artificial Intelligence: A Modern Approach,Computer Science,M. Fowler,MEM-242,Student,2025-10-25,2025-11-08,2025-11-06,Returned On Time,0.0
TRX-1471,BK-101,Design Patterns,Software Engineering,A. Tanenbaum,MEM-226,Faculty,2025-03-13,2025-03-27,2025-04-07,Returned Late,27.5
TRX-1472,BK-107,Deep Learning with Python,AI & ML,G. van Rossum,MEM-242,Staff,2025-09-10,2025-09-24,2025-09-22,Returned On Time,0.0
TRX-1473,BK-115,Operating System Principles,AI & ML,E. Gamma,MEM-228,Faculty,2025-04-11,2025-04-25,2025-04-21,Returned On Time,0.0
TRX-1474,BK-112,Operating System Principles,AI & ML,G. van Rossum,MEM-236,Staff,2025-08-16,2025-08-30,2025-08-30,Returned On Time,0.0
TRX-1475,BK-104,The Pragmatic Programmer,AI & ML,G. van Rossum,MEM-219,Staff,2025-06-13,2025-06-27,2025-06-25,Returned On Time,0.0
TRX-1476,BK-103,Database System Concepts,Data Science,G. van Rossum,MEM-242,Faculty,2025-08-09,2025-08-23,2025-08-21,Returned On Time,0.0
TRX-1477,BK-108,Data Structures and Algorithms,Software Engineering,A. Tanenbaum,MEM-237,Student,2025-08-27,2025-09-10,2025-09-10,Returned On Time,0.0
TRX-1478,BK-117,Advanced Data Science,Networks,M. Fowler,MEM-222,Staff,2025-06-14,2025-06-28,2025-06-24,Returned On Time,0.0
TRX-1479,BK-112,Design Patterns,Computer Science,A. Silberschatz,MEM-230,General,2025-05-27,2025-06-10,2025-06-06,Returned On Time,0.0
TRX-1480,BK-118,Clean Code,Data Science,A. Tanenbaum,MEM-209,Student,2025-09-30,2025-10-14,2025-10-12,Returned On Time,0.0
TRX-1481,BK-110,Machine Learning Yearning,Computer Science,A. Tanenbaum,MEM-220,Staff,2025-04-05,2025-04-19,2025-04-17,Returned On Time,0.0
TRX-1482,BK-114,Deep Learning with Python,Networks,A. Silberschatz,MEM-206,Student,2025-10-07,2025-10-21,2025-10-19,Returned On Time,0.0
TRX-1483,BK-117,The Pragmatic Programmer,Software Engineering,G. van Rossum,MEM-202,Student,2025-10-10,2025-10-24,2025-10-22,Returned On Time,0.0
TRX-1484,BK-119,Artificial Intelligence: A Modern Approach,AI & ML,S. Russell,MEM-231,Student,2025-10-25,2025-11-08,2025-11-04,Returned On Time,0.0
TRX-1485,BK-109,Clean Code,Networks,E. Gamma,MEM-219,Staff,2025-10-10,2025-10-24,2025-10-24,Returned On Time,0.0
TRX-1486,BK-101,Deep Learning with Python,Computer Science,M. Fowler,MEM-225,Student,2025-08-14,2025-08-28,2025-09-01,Returned Late,10.0
TRX-1487,BK-118,Deep Learning with Python,AI & ML,E. Gamma,MEM-226,Faculty,2025-02-26,2025-03-12,2025-04-12,Returned Late,77.5
TRX-1488,BK-119,Data Structures and Algorithms,Networks,A. Silberschatz,MEM-245,Student,2025-05-26,2025-06-09,2025-06-05,Returned On Time,0.0
TRX-1489,BK-105,Operating System Principles,Networks,M. Fowler,MEM-221,Faculty,2025-08-05,2025-08-19,2025-08-17,Returned On Time,0.0
TRX-1490,BK-105,Database System Concepts,Networks,,MEM-215,Student,2025-05-29,2025-06-12,2025-06-12,Returned On Time,0.0
TRX-1491,BK-105,Deep Learning with Python,Computer Science,G. van Rossum,MEM-222,Faculty,2025-07-18,2025-08-01,2025-07-28,Returned On Time,0.0
TRX-1492,BK-114,Deep Learning with Python,Data Science,G. van Rossum,MEM-244,General,2025-04-14,2025-04-28,2025-04-24,Returned On Time,0.0
TRX-1493,BK-102,Introduction to Python,AI & ML,A. Tanenbaum,MEM-245,Student,2025-10-15,2025-10-29,2025-11-02,Returned Late,10.0
TRX-1494,BK-108,Artificial Intelligence: A Modern Approach,Computer Science,E. Gamma,MEM-201,Faculty,2025-08-07,2025-08-21,2025-08-17,Returned On Time,0.0
TRX-1495,BK-110,Data Structures and Algorithms,Software Engineering,G. van Rossum,MEM-225,Student,2025-01-20,2025-02-03,2025-02-01,Returned On Time,0.0
TRX-1496,BK-114,Introduction to Python,Computer Science,A. Silberschatz,MEM-228,General,2025-01-08,2025-01-22,2025-01-20,Returned On Time,0.0
TRX-1497,BK-102,Clean Code,Software Engineering,M. Fowler,MEM-211,Faculty,2025-10-03,2025-10-17,2025-10-17,Returned On Time,0.0
TRX-1498,BK-105,The Pragmatic Programmer,Networks,A. Tanenbaum,MEM-212,Faculty,2025-03-27,2025-04-10,2025-04-08,Returned On Time,0.0
TRX-1499,BK-110,Database System Concepts,AI & ML,A. Silberschatz,MEM-225,Student,2025-01-26,2025-02-09,2025-02-05,Returned On Time,0.0
TRX-1500,BK-118,Data Structures and Algorithms,Software Engineering,M. Fowler,MEM-214,Faculty,2025-09-24,2025-10-08,2025-10-08,Returned On Time,0.0
TRX-1011,BK-100,Data Structures and Algorithms,Networks,A. Tanenbaum,MEM-243,Faculty,2025-02-04,2025-02-18,2025-02-16,Returned On Time,0.0
TRX-1026,BK-117,Advanced Data Science,,E. Gamma,MEM-234,Faculty,2025-06-18,2025-07-02,2025-06-28,Returned On Time,0.0
